access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-09-14,,Public,84503,2012-03-15,P,E,False,,Home Depot,604-675-1260,2023-09-14T13:23:27Z,SHOPPING_CENTER,200-9,49.264269,-123.114237,Vancouver,,2388 Cambie St,V5Z 2T8,['J1772'],,,4.0,Non-Networked,,"$3.50 per hour for first hour, $4 per hour after",,False,24 heures par jour,,Public,"$3,50 la première heure, $4 chaque heure supplémentaire",,
24 hours daily,,,2022-04-13,,Public,84505,2013-03-15,P,E,False,LD,Royal Roads University,800-788-8028,2023-10-18T17:08:46Z,COLLEGE_CAMPUS,200-8,48.439725,-123.478025,Victoria,,2005 Sooke Rd,V9B 5Y2,['J1772'],,,2.0,Non-Networked,,Free; parking fee,,False,24 heures par jour,,Public,Gratuit; frais de stationnement,,
24 hours daily,,,2023-08-10,,Public,84506,2011-03-29,P,E,False,LD,Cobotix Manufacturing Inc,,2023-08-10T20:39:45Z,OFFICE_BLDG,200-9,49.244787,-122.751551,Port Coquitlam,,1467 Mustang Pl,V3C 6L2,['J1772'],,,5.0,Non-Networked,,Free,,False,Accessible 24 heures par jour,,Public,Gratuit,,
24 hours daily,,,2019-04-09,,Public,84508,2017-03-30,P,E,False,,Solo District,604-205-5032  877-294-2672,2021-06-07T17:08:43Z,GROCERY,200-9,49.266005,-123.004626,Burnaby,,4444 Lougheed Hwy,V5C 3Z3,['J1772'],,,2.0,Non-Networked,,Variable Fee,,True,Accessible 24 heures par jour,,Public,tarif variable pour le stationnement,,
24 hours daily; for customer use only,,,2020-04-10,,Public,84509,2015-03-15,P,E,True,,Saanich Centre,250-727-6333,2022-04-28T20:01:31Z,SHOPPING_MALL,200-9,48.469715,-123.36398,Victoria,,3995 Quadra St,V8X 1J8,['J1772'],,,4.0,Non-Networked,,Free,,True,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,Gratuit,,
24 hours daily,,,2020-04-10,,Public,84515,2016-07-15,P,E,False,,The Village,778-265-5200  250-727-6333,2021-06-07T17:08:43Z,PARKING_LOT,200-9,48.476912,-123.332536,Victoria,Located in the parking lot near the Starbucks,4091 Shelbourne St,V8N 5Y1,['J1772'],,,1.0,Non-Networked,,Free,,False,Accessible 24 heures par jour,SituÃ©e dans le stationnement prÃ¨s du Starbucks,Public,Gratuit,,
24 hours daily,,,2022-07-08,,Public,84519,2016-03-31,P,E,False,MD,Westview Ford,250-334-3161,2023-10-06T02:49:02Z,CAR_DEALER,200-8,49.717484,-124.99328,Courtenay,,4901 N Island Hwy,V9N 5Y9,['J1772'],,,1.0,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily; see inside for card key access,KEY_ALWAYS,,2020-07-13,,Public - Card key at all times,84553,2013-09-15,P,E,False,,CUBE Global Storage,250-727-9811,2022-04-08T19:26:04Z,STORAGE,200-9,48.481089,-123.394708,Victoria,,4220 Commerce Cir,V8W 2T6,['J1772'],,,2.0,Non-Networked,,Free,,False,24 heures par jour; Allez Ã  l'intérieur pour la carte d'accès,,Public - Carte-clé en tout temps,Gratuit,,
8am-6pm M-F; For employees only,,,2022-04-13,,Public,84567,2014-05-15,P,E,True,,Powertech Labs,604-590-7500,2022-05-25T19:58:29Z,RESEARCH_FACILITY,200-9,49.160759,-122.879765,Surrey,,12388 88th Ave,V3W 7R7,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,3.0,Non-Networked,,Free,,True,8:00-18:00 LUN-VEN; Seulement pour les employés,,Public,Gratuit,,
24 hours daily,CREDIT_CARD_ALWAYS,A M V,2022-04-13,,Public - Credit card at all times,84579,2014-03-15,LG,E,False,LD,Community Services Building,250-550-3634,2023-03-30T18:24:54Z,MUNI_GOV,200-9,50.265801,-119.271143,Vernon,,3001 32nd Ave,V1T 2L8,['J1772'],,,2.0,Non-Networked,,Free,,False,24 heures par jours,,Public - Carte de crédit en tout temps,Gratuit,,
24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,2019-10-10,,Public,84744,2014-03-01,P,E,False,,British Columbia Institute of Technology - Parking Lot 7,604-434-5734,2022-02-10T21:00:18Z,COLLEGE_CAMPUS,GPS,49.249413,-122.999107,Burnaby,,4475 Wayburn Ave,V5G 4X4,"['CHADEMO', 'J1772', 'NEMA520']",2.0,2.0,6.0,Non-Networked,,Free,SOLAR,False,Accessible 24 heures par jour,,Public,Gratuit,,
24 hours daily; must call security for access after 8pm,CALL,,2021-08-03,,Public - Call ahead,84746,2015-03-15,P,E,False,LD,Holiday Park Resort,250-766-4255,2022-07-15T19:11:20Z,RV_PARK,200-9,50.007552,-119.392908,Kelowna,Unit 1,415 Commonwealth Rd,V4V 1P4,['J1772'],,,1.0,Non-Networked,,Free,,False,Accessible 24 heures par jour; après 20:00 communiquez avec la sécurité pour obtenir l'accès,Unité 1,Public - Appeler à l'avance,Gratuit,,
Lot business hours,,,2020-04-10,,Public,84748,2015-05-15,LG,E,False,,Town of Sidney - Tulista Parking Lot,250-656-1184,2021-06-07T17:08:43Z,PARKING_LOT,200-8,48.642246,-123.400331,Sidney,,9565 5th St,V8L 2W5,['J1772'],,,1.0,Non-Networked,,Free,,False,Heures d'ouverture du stationnement,,Public,Gratuit,,
,,,2022-10-06,,Public,84772,2018-12-04,P,E,False,LD,Country Grocer - Tesla Destination,250-537-4144  877-798-3752,2023-01-18T15:15:20Z,GROCERY,200-8,48.860602,-123.51123,Salt Spring Island,,374 Lower Ganges Rd,V8K 2V7,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,Free,,False,,,Public,Gratuit,['513139'],
24 hours daily,CREDIT_CARD_ALWAYS,Debit M V,2022-07-08,,Public - Credit card at all times,84862,,P,E,False,LD,Merritt Information Centre,250-378-0349,2023-10-06T03:06:34Z,MUNI_GOV,200-8,50.112968,-120.789053,Merritt,,1950 Mamette Ave,V1K 1B8,"['CHADEMO', 'J1772']",1.0,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,"DC: $0.35 per kWh, $2 minimum",,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,"DC: 0,35 $ par kWh, 2 $ minimum",,
24 hours daily,,,2023-10-12,,Public,84894,2017-03-15,P,E,False,LD,T'Sou-ke Nation,250-642-3957,2023-10-12T19:39:16Z,OFFICE_BLDG,200-9,48.384647,-123.697649,Sooke,,2154 Lazaar Rd,V9Z 1G1,['J1772'],,,1.0,Non-Networked,,Free,,True,24 heures par jour,,Public,Gratuit,,
24 hours daily; parking fee required,,,2020-07-13,,Public,84895,2017-03-24,P,E,False,,Pacific Institute For Climate Solutions,250-853-3595,2022-04-07T15:45:07Z,COLLEGE_CAMPUS,200-8,48.462867,-123.301048,Victoria,,2489 Sinclair Rd,V8N 6M2,['J1772'],,,1.0,Non-Networked,,Variable parking fee,,False,Accessible 24 heures par jour; et des frais de stationnement requis,,Public,Tarif variable pour le stationnement,,
24 hours daily,,,2021-12-13,,Public,84909,2018-01-01,P,E,False,LD,Electra Meccanica,604-428-7656,2023-03-31T20:03:20Z,OFFICE_BLDG,GPS,49.27000838,-123.1021635,Vancouver,,102 E 1st Ave,V5T 1A4,['J1772'],,,1.0,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,,
Dealership business hours,,,2021-07-15,,Public,84985,2012-03-15,P,E,False,LD,Abbotsford Nissan,866-415-4768,2022-06-30T17:05:12Z,CAR_DEALER,200-9,49.061712,-122.387344,Abbotsford,,30180 Automall Dr,V2T 5M1,['J1772'],,,1.0,Non-Networked,,Free,,False,Heures dâ€™ouverture du concessionnaire,,Public,Gratuit,,
24 hours daily,,,2023-10-12,,Public,84987,2017-03-15,P,E,False,LD,TD Canada Trust,604-654-3939,2023-10-12T19:39:16Z,BANK,200-9,49.267184,-123.003816,Burnaby,,1933 Willingdon Ave,V5C 5J3,['J1772'],,,1.0,Non-Networked,,Free,,True,Accessible 24 heures par jour,,Public,Gratuit,,
Business hours; parking fee required,,,2023-10-12,,Public,84990,2014-05-15,P,E,False,LD,Simon Fraser University - Cornerstone Building,604-291-3000,2023-10-12T19:39:16Z,SHOPPING_CENTER,200-8,49.278129,-122.911298,Burnaby,,8960 University High St,V5A 4Y6,['J1772'],,,4.0,Non-Networked,,Free,,False,Heures d'ouverture du concessionnaire; frais de stationnement requis,,Public,Gratuit,,
8:30am-9pm daily,,,2023-10-12,,Public,84995,2017-02-20,P,E,False,MD,Jim Pattison Hyundai,888-854-1902  604-552-1700,2023-10-12T19:39:16Z,CAR_DEALER,200-9,49.2572,-122.747304,Port Coquitlam,,2385 Ottawa St B,V3B 8A4,['J1772'],,,2.0,Non-Networked,,Free,,False,8:30-21:00 tous les jours,,Public,Gratuit,,
24 hours daily,,,2023-10-12,,Public,84996,2015-03-31,SG,E,False,LD,Surrey Memorial Hospital - Emergency Parking Lot,604-581-2211,2023-10-12T19:39:16Z,HOSPITAL,200-9,49.176071,-122.842258,Surrey,,13750 96 Ave,V3V 1Z2,['J1772'],,,14.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour,,Public,Gratuit; frais de stationnement requis,,
24 hours daily,CALL,,2021-09-09,,Public - Call ahead,84998,2017-03-14,P,E,False,LD,Barnes Wheaton GM,604-536-7661,2023-03-29T14:10:10Z,CAR_DEALER,200-9,49.057029,-122.807034,Surrey,,3050 King George Blvd,V4P 1A2,['J1772'],,,1.0,Non-Networked,,Free,,True,24 heures par jour,,Public - Appeler à l'avance,Gratuit,,
24 hours daily,,,2023-07-01,,Public,85050,2017-02-01,P,E,,,Best Western Plus - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,HOTEL,200-8,50.124377,-120.751136,Merritt,,3969 Crawford Ave.,V1K0A4,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['2117'],
24 hours daily,,,2023-07-01,,Public,85067,2014-12-30,P,E,,,Best Western Plus - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,HOTEL,200-9,51.009594,-118.218857,Revelstoke,,1925 Laforme Blvd.,V0E 2S0,['TESLA'],4.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['2119'],
9am-10pm daily,,,2020-04-10,,Public,85330,2015-05-15,LG,E,False,,Town of Sidney - Iroquois Park,250-656-1184,2021-06-07T17:08:43Z,PARKING_LOT,200-9,48.644267,-123.401431,Sidney,,2295 Ocean Ave,V8L 2Y8,['J1772'],,,1.0,Non-Networked,,Free,,False,9:00-22:00 tous les jours,,Public,Gratuit,,
24 hours daily,,,2023-07-01,,Public,85349,2014-07-13,P,E,,,Garibaldi Village Shopping Centre - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,SHOPPING_CENTER,200-9,49.736836,-123.133671,Squamish,,40167 Glenalder Pl,V8B 0G2,['TESLA'],10.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['2120'],
24 hours daily,,,2021-07-15,,Public,85632,2013-01-01,LG,E,False,,South Peace Community Multiplex Parking Lot,250-784-3600,2022-06-30T20:11:13Z,REC_SPORTS_FACILITY,200-8,55.737636,-120.203299,Dawson Creek,,300 Highway 2,V1G 0A4,['J1772'],,,1.0,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily,,,2020-06-08,,Public,85784,2016-04-01,P,E,False,LD,Peace Energy Co-op,250-782-3882,2022-04-08T15:41:17Z,OFFICE_BLDG,200-9,55.759161,-120.234186,Dawson Creek,,1204 103rd Ave,V1G 2G9,['J1772'],,,1.0,Non-Networked,,Free,SOLAR,False,24 heures par jou,,Public,Gratuit,,
24 hours daily,,,2023-07-01,,Public,86805,2017-07-15,P,E,,,Woodgrove Centre - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,SHOPPING_CENTER,GPS,49.237897,-124.054727,Nanaimo,,6631 N Island Hwy,V9T 4T7,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['2587'],
24 hours daily,,,2023-04-05,,Public,88193,2018-04-20,SG,E,False,LD,BC Hydro - Peace Arch Superstore,778-545-0431  866-338-3369,2023-04-10T20:30:18Z,SHOPPING_CENTER,GPS,49.0442329,-122.7782758,Surrey,,2332 160 St,V3S 9N6,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2023-12-13,,Public,88194,2018-04-20,SG,E,False,LD,BC Hydro - Richmond Superstore,604-233-2418  866-338-3369,2023-12-13T17:24:19Z,SHOPPING_CENTER,GPS,49.1790335,-123.139843,Richmond,,4651 No 3 Rd,V6X 2C4,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,A D Debit M V,2023-04-05,,Public,88195,2018-04-20,SG,E,False,LD,BC Hydro - Nanaimo Superstore,250-390-5718  866-338-3369,2023-04-10T20:30:18Z,SHOPPING_CENTER,GPS,49.23138646436455,-124.0455937632294,Nanaimo,,6435 Metral Dr,V9T 2L9,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,A D Debit M V,2023-04-05,,Public,88196,2018-04-15,SG,E,False,LD,BC Hydro - Qualicum Quality Foods,250-752-9281  866-338-3369,2023-04-10T20:30:18Z,GROCERY,200-8,49.346441,-124.441656,Qualicum,,705 Memorial Ave,V9K 1T7,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,1.0,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,DCFC: $0.21 per minute,,False,24 heures par jour,,Public,"DCFC: $0,21 par minute",,
24 hours daily,,A D Debit M V,2023-04-05,,Public,88197,2018-04-20,SG,E,False,LD,BC Hydro - Port Alberni No Frills,866-987-6453  866-338-3369,2023-04-10T20:30:18Z,GROCERY,GPS,49.26750754806349,-124.7836003007721,Port Alberni,,3455 Johnston Rd,V9Y 8K1,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,0.21 $ par minute,,
24 hours daily,,A D Debit M V,2023-05-04,,Public,88198,2018-07-18,SG,E,False,LD,BC Hydro - Tynehead Auto Center,604-581-6112  866-338-3369,2023-05-04T17:50:15Z,GAS_STATION,GPS,49.17732925117488,-122.7560905489349,Surrey,,16815 96th Ave,V4N 2C5,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2023-12-13,,Public,88200,2018-04-15,SG,E,False,LD,Pacific Rim Visitor Centre,250-726-4600,2023-12-13T17:24:19Z,REST_STOP,GPS,48.9923019,-125.5882567,Ucluelet,,2791 Pacific Rim Hwy,V0R 3A0,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,2.0,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.22 per minute,,False,Accessible 24 heures par jour,,Public,$0.22 par minute,,
24 hours daily,,,2023-07-12,,Public,88201,2018-06-01,SG,E,False,LD,BC Hydro - Coquitlam Superstore - East,604-468-6718  866-338-3369,2023-07-12T01:25:01Z,SHOPPING_CENTER,GPS,49.2746297,-122.7963176,Coquitlam,,3000 Lougheed Hwy,V3B 1C5,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2020-08-10,,Public,88202,2018-05-10,SG,E,False,LD,BC Hydro - Mobil Gas,250-334-1822,2022-04-08T02:44:13Z,GAS_STATION,GPS,49.6971749,-124.9883062,Courtenay,,757 Ryan Rd,V9N 3R6,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily,,,2023-12-13,,Public,88203,2019-10-30,SG,E,False,LD,BC Hydro - Grandview Highway Superstore,866-338-3369,2023-12-13T17:24:19Z,SHOPPING_CENTER,200-9,49.259247,-123.035854,Vancouver,,3185 Grandview Hwy,V5M 2E9,['J1772COMBO'],2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,0.21 $ par minute,,
24 hours daily; Also accepts in-app payment,,A D Debit M V,2023-05-04,,Public,88204,2018-05-29,SG,E,False,LD,BC Hydro - Mission Superstore,866-338-3369,2023-05-04T17:50:15Z,SHOPPING_CENTER,200-9,49.131701,-122.333454,Mission,,32136 Lougheed Hwy,V2V 1A4,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,Accessible 24 heures par jour; Accepte aussi le paiement via l'application,,Public,0.21 $ par minute,,
24 hours daily,,,2023-12-13,,Public,88205,2019-10-28,SG,E,False,LD,BC Hydro - The Real Canadian Superstore,604-322-3702  866-338-3369,2023-12-13T17:24:19Z,SHOPPING_CENTER,GPS,49.20999311130462,-123.0985879986725,Vancouver,,350 SE Marine Dr,V5X 2S5,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,A D Debit M V,2023-10-12,,Public,88207,2018-05-10,SG,E,False,LD,BC Hydro - Campbell River Community Centre,250-286-1161  866-338-3369,2023-10-12T19:39:16Z,REC_SPORTS_FACILITY,200-9,50.025885,-125.246203,Campbell River,,401 11 Ave,V9W 4G2,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2022-04-13,,Public,88208,2019-03-18,SG,E,False,LD,BC Hydro - Sidney Municipal Lot,250-656-1184  866-338-3369,2022-07-26T14:30:40Z,PARKING_LOT,200-9,48.648016,-123.40395,Sidney,,2337 Becan Ave,V8L 1W9,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2023-04-05,,Public,88209,2018-04-15,SG,E,False,LD,BC Hydro - Dunsmuir,604-899-4581  866-338-3369,2023-04-10T20:30:18Z,STREET_PARKING,GPS,49.28221357,-123.1129036,Vancouver,,561 Homer St,V6B 5R4,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,Free,,False,Accessible 24 heures par jour,,Public,Gratuit,,
24 hours daily,,,2022-08-09,,Public,88223,2018-04-20,SG,E,False,LD,Qualicum Foods,250-752-9281  250-248-4004,2023-10-06T04:01:22Z,GROCERY,200-9,49.346445,-124.443463,Qualicum,,133 W Fern Rd,V9K 2K1,"['CHADEMO', 'J1772COMBO']",1.0,,,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily; for customer use only,,,2019-04-09,,Public,89925,2017-07-24,P,E,True,,Gateway Village,250-727-6333,2022-04-28T20:01:31Z,SHOPPING_MALL,200-9,48.458524,-123.377111,Victoria,,771 Vernon Ave,V8X 5A7,['J1772'],,,2.0,Non-Networked,,Free,,False,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,Gratuit,,
24 hours daily; for customer use only,,,2019-04-09,,Public,89927,2017-07-11,P,E,True,,Royal Oak,250-727-6333,2022-04-28T20:01:31Z,SHOPPING_MALL,200-8,48.491716,-123.386633,Victoria,,4430 W Saanich Rd,V8Z 3E9,['J1772'],,,4.0,Non-Networked,,Free,,False,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,Gratuit,,
24 hours daily,,,2020-05-15,,Public,91168,2018-01-09,,E,False,,Ogden Point Charger,250-886-8035,2023-08-03T17:28:54Z,,GPS,48.415431,-123.385163,Victoria,,189 Dallas Rd,V8V 1A3,['J1772'],,,2.0,Non-Networked,,Free,,False,,,Public,Gratuit,['168836G01001010000'],
24 hours daily,,,2022-02-10,,Public,91170,2021-03-25,P,E,False,LD,Roberts Creek Community Library,604-740-7738,2023-03-27T16:46:33Z,LIBRARY,GPS,49.42090551046154,-123.6420089876968,Roberts Creek,,1041 Roberts Creek Rd,V0N 2W4,['J1772'],,,1.0,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,['168836G01001030000'],
24 hours daily,,,2022-04-13,,Public,91182,2021-03-25,P,E,False,LD,Wheatberries,604-886-9155,2022-07-01T16:19:39Z,RESTAURANT,GPS,49.4070284,-123.5150948,Gibsons,,818 Gibsons Way,V0N 1V7,['J1772'],,,1.0,Non-Networked,,Free,,False,24 heures par jour,,Public,Gratuit,['168836G01001020000'],
24 hours daily,,,2020-05-15,,Public,91184,2018-01-09,,E,False,,Tim Hortons- North Van,604-924-9897,2023-08-03T17:29:12Z,RESTAURANT,GPS,49.3061595,-123.0352976,North Vancouver,,1384  Main St,V7J 1C6,['J1772'],,,1.0,Non-Networked,,Free,,False,,,Public,Gratuit,['171976G01001020000'],
24 hours daily,,,2023-12-30,,Public,91392,2018-01-09,,E,,,THE NATIONAL THE NATIONAL,888-758-4389,2023-12-30T01:35:31Z,,GPS,49.274798,-123.101636,Vancouver,,1128 Quebec St,V6A 4E1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL155599'],"['301806', '301808']"
24 hours daily,,,2023-12-30,,Public,91577,2018-01-09,,E,,,SFU DISCOVERY,888-758-4389,2023-12-30T01:36:45Z,,GPS,49.274141,-122.912318,Burnaby,,8999 Nelson Way,V5A 4W9,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL1983801'],"['2349391', '2349401']"
24 hours daily,,,2023-12-30,,Public,91596,2018-01-09,,E,,,GRAND VILLA NORTH PARKADE,888-758-4389,2023-12-30T01:36:50Z,,GPS,49.256658,-123.007615,Burnaby,,4331 Dominion St,V5G 1B2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL2109301'],"['2515321', '2515331']"
24 hours daily,,,2023-12-30,,Public,91620,2018-01-09,,E,,,CITY OF SURREY P1STATION1-CT4K,888-758-4389,2023-12-30T01:36:19Z,,GPS,49.191347,-122.848991,Surrey,,13450 104 Ave,V3T 1V8,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL709071'],"['23012041', '23012051']"
24 hours daily,,,2023-12-30,,Public,91647,2018-01-09,,E,,,CITYOFVANCOUVER MAINLAND,888-758-4389,2023-12-30T01:36:43Z,,GPS,49.27684,-123.11887,Vancouver,,959-979 Mainland St,V6B 1A9,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL1938311'],"['23390483', '23390493']"
24 hours daily,,,2023-12-30,,Public,91654,2018-01-09,,E,,,GROUSE MOUNTAIN STATION 1,888-758-4389,2023-12-30T01:36:24Z,,GPS,49.371293,-123.098669,North Vancouver,,Nancy Greene Way,V7R 4K9,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL739411'],"['2555021', '2555031']"
"7:30AM-6PM Mon-Fri, 11am-5pm Sun",,,2021-07-15,,Public,91842,2018-01-17,P,E,False,,Abbotsford Nissan,866-415-4768,2022-06-30T17:05:12Z,CAR_DEALER,200-9,49.061712,-122.387344,Abbotsford,,30180 Automall Dr,V2T 5M1,['J1772'],,,1.0,Non-Networked,,Free,,False,"7:30-18:00 LUN-VEN, 8:00-18:00 SAM, 11:00-17:00 DIM",,Public,Gratuit,,
